# M_red = 0.333
# r   H0R/R  dR/R  d2R/R tot.
2.154066e+01   -1.512772e-04 2.268088e-04   -5.794674e-04 2.274024e-03   -2.102951e-05 6.834813e-04 -7.517741e-04 1.363734e-03
2.247221e+01   -2.204765e-03 1.839634e-03   -4.640308e-04 2.577442e-03   -3.797090e-04 5.721271e-04 -3.048505e-03 3.844949e-03
2.340940e+01   -1.101698e-03 3.059011e-04   -3.816082e-04 2.902577e-03   -3.347192e-04 6.652947e-04 -1.818025e-03 1.931382e-03
2.435159e+01   -1.461015e-03 1.784680e-03   -2.669153e-04 3.538347e-03   -2.234868e-04 1.102375e-03 -1.951417e-03 6.512926e-04
2.529822e+01   -2.078324e-03 9.179630e-04   -3.736742e-04 3.853486e-03   -9.590509e-05 1.258078e-03 -2.547903e-03 1.677445e-03
1.272792e+01   -4.012652e-04 6.698213e-04   -8.274675e-04 6.335296e-04   -5.754141e-04 7.859420e-04 -1.804147e-03 8.222337e-04
1.345362e+01   4.456300e-04 1.929643e-03   -9.831890e-04 4.344268e-04   -2.598314e-04 1.168745e-03 -7.973904e-04 2.663961e-03
1.421267e+01   -1.403412e-03 1.995275e-03   -1.312804e-03 4.474114e-04   -3.124916e-04 1.147023e-03 -3.028707e-03 2.694887e-03
1.500000e+01   -1.319306e-03 4.024992e-04   -1.717365e-03 5.585735e-04   -3.873969e-04 9.165723e-04 -3.424069e-03 7.604980e-04
1.581139e+01   -1.056790e-03 4.182827e-04   -2.172702e-03 8.588626e-04   -2.026779e-04 9.066752e-04 -3.432170e-03 3.704701e-04
1.664332e+01   -2.905115e-03 8.575880e-04   -2.300836e-03 1.129370e-03   -6.282977e-05 1.056574e-03 -5.268781e-03 7.847914e-04
1.749286e+01   -1.139639e-03 3.023985e-04   -1.961688e-03 1.206204e-03   4.088528e-04 8.180196e-04 -2.692474e-03 6.905832e-04
1.835756e+01   1.893380e-03 1.058395e-03   -1.392232e-03 1.255702e-03   6.643823e-04 8.666357e-04 1.165531e-03 1.447461e-03
1.923538e+01   3.906189e-03 2.235727e-03   -1.130056e-03 6.854942e-04   1.057134e-03 5.297086e-04 3.833267e-03 2.391513e-03
2.012461e+01   3.124061e-03 1.260062e-03   -9.026230e-04 5.808631e-04   9.443479e-04 1.155288e-04 3.165786e-03 7.947279e-04
2.102380e+01   -2.477750e-04 1.984378e-03   -7.756374e-04 1.368982e-03   3.045059e-04 5.478266e-04 -7.189065e-04 1.163223e-03
2.193171e+01   -1.369012e-03 2.266115e-03   -6.761073e-04 1.867859e-03   -2.535384e-04 7.681158e-04 -2.298657e-03 1.166371e-03
2.284732e+01   -2.213416e-03 1.367732e-03   -5.503664e-04 2.266765e-03   -6.501582e-04 5.939026e-04 -3.413940e-03 3.040594e-03
2.376973e+01   -1.720423e-03 2.924459e-03   -3.577410e-04 2.494024e-03   -6.614825e-04 2.758092e-04 -2.739647e-03 5.142675e-03
2.469818e+01   -4.009778e-05 3.366985e-03   -2.526610e-04 2.774166e-03   -2.648149e-04 1.669399e-05 -5.575736e-04 6.157845e-03
2.563201e+01   -9.489375e-04 5.085625e-03   -7.788380e-05 2.978858e-03   -1.351681e-04 2.342678e-04 -1.161989e-03 8.298751e-03
1.414214e+01   -7.845582e-04 2.710527e-03   -1.187298e-03 5.435315e-04   -2.953810e-04 1.398694e-03 -2.267237e-03 3.565690e-03
1.486607e+01   1.554583e-04 8.358539e-04   -1.533626e-03 4.640103e-04   -2.845657e-04 1.163074e-03 -1.662733e-03 1.534917e-03
1.562050e+01   4.284332e-05 1.810378e-03   -1.993492e-03 2.787208e-04   -1.730960e-04 9.548807e-04 -2.123745e-03 2.486538e-03
1.640122e+01   -4.131953e-04 6.480759e-04   -2.369661e-03 4.962834e-04   -3.301017e-06 9.093014e-04 -2.786157e-03 1.061094e-03
1.720465e+01   -1.824399e-03 4.011510e-04   -2.260437e-03 7.273010e-04   2.546010e-04 8.703721e-04 -3.830235e-03 2.580799e-04
1.802776e+01   -5.173085e-04 3.771260e-04   -1.855573e-03 5.728489e-04   6.871848e-04 7.318037e-04 -1.685697e-03 5.360808e-04
1.886796e+01   1.137815e-03 1.677778e-03   -1.545822e-03 6.318111e-04   1.024507e-03 3.965550e-04 6.165009e-04 1.913034e-03
1.972308e+01   3.422193e-04 2.916749e-03   -1.562568e-03 3.275167e-04   1.461730e-03 1.248868e-05 2.413816e-04 3.231777e-03
2.059126e+01   2.667333e-03 2.450397e-03   -1.352178e-03 5.600706e-04   1.517048e-03 4.035953e-04 2.832203e-03 2.293922e-03
2.147091e+01   2.407097e-04 3.065962e-03   -9.346838e-04 1.078515e-03   6.002552e-04 6.758401e-04 -9.371891e-05 2.663287e-03
2.236068e+01   1.797113e-04 2.135826e-03   -8.771941e-04 1.223775e-03   4.430542e-05 7.708033e-04 -6.531774e-04 1.682855e-03
2.325941e+01   -1.184406e-03 1.081703e-03   -7.432737e-04 1.511411e-03   -4.255498e-04 6.306556e-04 -2.353229e-03 2.009475e-04
2.416609e+01   2.411721e-04 1.328928e-03   -3.792433e-04 1.832034e-03   -3.550079e-04 2.625536e-04 -4.930792e-04 2.898409e-03
2.507987e+01   1.378513e-03 3.139758e-03   -1.585237e-04 1.934395e-03   -1.249396e-04 5.668034e-05 1.095050e-03 5.130833e-03
2.600000e+01   2.958112e-03 4.801354e-03   -1.332700e-04 2.035090e-03   1.190382e-04 1.758770e-04 2.943880e-03 7.012321e-03
1.555635e+01   3.291973e-04 1.954546e-03   -2.247363e-03 8.869865e-04   -2.046115e-04 1.060838e-03 -2.122777e-03 1.780694e-03
1.627882e+01   1.599573e-03 7.960852e-04   -2.591543e-03 7.471067e-04   6.827741e-05 8.640229e-04 -9.236928e-04 6.791691e-04
1.702939e+01   1.495879e-03 9.895755e-04   -2.641636e-03 6.254601e-04   2.082653e-04 8.727360e-04 -9.374915e-04 1.236851e-03
1.780449e+01   9.787866e-04 2.463941e-04   -2.296217e-03 5.460105e-04   5.315499e-04 7.453697e-04 -7.858805e-04 4.457533e-04
1.860108e+01   -8.438560e-04 3.038200e-04   -1.720137e-03 3.889867e-04   6.686082e-04 5.785149e-04 -1.895385e-03 4.933482e-04
1.941649e+01   -2.280511e-04 3.709577e-04   -1.693142e-03 6.705509e-04   1.205699e-03 4.774746e-04 -7.154942e-04 5.640340e-04
2.024846e+01   1.820820e-03 2.283396e-03   -1.840421e-03 4.373022e-04   1.697311e-03 1.825328e-04 1.677709e-03 2.538165e-03
2.109502e+01   5.253068e-04 5.036258e-04   -2.002606e-03 2.890391e-04   1.847575e-03 8.392309e-05 3.702761e-04 2.985098e-04
2.195450e+01   -1.064557e-03 2.453328e-03   -1.366890e-03 6.825548e-04   8.753229e-04 5.132868e-04 -1.556124e-03 2.284060e-03
2.282542e+01   6.037750e-04 1.507014e-03   -1.063947e-03 5.093804e-04   3.618391e-04 4.454329e-04 -9.833277e-05 1.443066e-03
2.370654e+01   1.043499e-03 1.074106e-03   -6.840771e-04 1.171661e-04   -8.180631e-07 1.855097e-04 3.586033e-04 1.376782e-03
2.459675e+01   2.221238e-03 8.182689e-04   -2.955859e-04 1.861780e-04   -2.281808e-05 1.951886e-05 1.902834e-03 6.516097e-04
2.549510e+01   2.466427e-03 5.928987e-04   2.199360e-05 4.936920e-04   -4.412832e-05 1.285214e-04 2.444292e-03 9.580693e-04
2.640076e+01   4.363343e-04 1.211617e-03   6.323038e-06 7.623191e-04   -1.017907e-04 2.208093e-04 3.408667e-04 1.753127e-03
1.697056e+01   1.433082e-03 1.818983e-04   -2.644796e-03 7.410041e-04   3.628453e-05 6.409970e-04 -1.175430e-03 2.819055e-04
1.769181e+01   -4.723313e-04 6.923529e-04   -2.198696e-03 7.958693e-04   -1.170275e-04 5.575702e-04 -2.788055e-03 9.306521e-04
1.843909e+01   3.692137e-04 3.973737e-04   -1.741676e-03 8.549727e-04   3.409094e-04 6.867216e-04 -1.031553e-03 2.291225e-04
1.920937e+01   -3.897968e-04 7.821620e-04   -1.225955e-03 7.205884e-04   6.807293e-04 6.121332e-04 -9.350226e-04 6.737068e-04
2.000000e+01   4.680908e-04 4.088037e-05   -1.446068e-03 8.334622e-04   1.316203e-03 5.257515e-04 3.382256e-04 2.668303e-04
2.080865e+01   3.244906e-03 1.429003e-03   -1.909131e-03 6.848323e-04   1.858724e-03 4.333247e-04 3.194500e-03 1.680511e-03
2.163331e+01   4.852602e-05 8.472340e-04   -2.113830e-03 8.409186e-05   1.928937e-03 2.825238e-04 -1.363673e-04 6.488021e-04
2.247221e+01   -2.213459e-03 4.898223e-04   -1.506466e-03 4.148014e-04   1.269474e-03 1.084794e-04 -2.450450e-03 1.835003e-04
2.332381e+01   2.081701e-03 1.930198e-03   -9.206774e-04 1.856210e-04   9.477579e-04 2.746822e-04 2.108781e-03 2.019260e-03
2.418677e+01   3.467258e-03 1.441973e-03   -4.752051e-04 5.394666e-04   7.568166e-04 2.788164e-04 3.748870e-03 1.181323e-03
2.505993e+01   1.529637e-03 2.020919e-04   8.370026e-06 8.008610e-04   1.800158e-04 6.371680e-05 1.718022e-03 5.350523e-04
2.594224e+01   2.950301e-04 1.052219e-03   1.912832e-05 7.147722e-04   -2.768487e-05 2.032429e-04 2.864736e-04 1.970234e-03
2.683282e+01   -8.999579e-04 1.364299e-03   -2.771792e-04 6.327309e-04   -3.999018e-05 4.468461e-04 -1.217127e-03 2.443876e-03
1.838478e+01   -1.991420e-03 7.859917e-04   -1.619737e-03 8.966316e-04   -3.409054e-04 3.876708e-04 -3.952062e-03 2.770309e-04
1.910497e+01   -1.654880e-03 7.417452e-04   -1.174467e-03 1.013155e-03   4.984133e-05 4.442810e-04 -2.779506e-03 1.728708e-04
1.984943e+01   -4.476306e-04 4.339863e-05   -6.267299e-04 1.084669e-03   4.104139e-04 5.642634e-04 -6.639466e-04 4.770071e-04
2.061553e+01   -1.041958e-03 2.800652e-04   -6.837927e-04 1.181448e-03   8.285300e-04 6.363729e-04 -8.972205e-04 8.251402e-04
2.140093e+01   -1.985657e-05 5.745251e-04   -9.724706e-04 8.400816e-04   1.312013e-03 5.740749e-04 3.196857e-04 8.405317e-04
2.220360e+01   3.315218e-04 1.102520e-03   -1.135023e-03 2.207518e-04   1.773219e-03 5.141178e-04 9.697179e-04 1.395886e-03
2.302173e+01   1.507147e-03 8.815402e-04   -7.597498e-04 3.250318e-04   1.616504e-03 1.641164e-04 2.363901e-03 1.370688e-03
2.385372e+01   3.776695e-03 3.377534e-04   -5.083124e-04 3.451918e-05   1.290424e-03 2.969752e-05 4.558807e-03 2.735367e-04
2.469818e+01   1.315745e-03 1.499292e-03   -1.214927e-04 6.993643e-04   6.618438e-04 2.950993e-04 1.856096e-03 1.095027e-03
2.555386e+01   -8.617789e-04 1.133826e-03   3.090249e-04 1.328324e-03   1.136457e-05 2.849644e-04 -5.413895e-04 9.046634e-05
2.641969e+01   -3.167392e-03 5.365226e-04   3.073832e-04 1.554832e-03   -3.491540e-04 2.339246e-04 -3.209163e-03 1.857430e-03
2.729469e+01   -1.743654e-03 1.162355e-03   1.053465e-04 1.685346e-03   -1.719720e-04 1.276915e-04 -1.810280e-03 2.720010e-03
1.979899e+01   3.215041e-06 3.448033e-04   -8.638626e-04 9.030213e-04   1.615503e-04 2.450180e-04 -6.990973e-04 1.002807e-03
2.051828e+01   -1.245032e-03 2.445397e-03   -1.146398e-04 1.186250e-03   -2.593372e-05 2.475143e-04 -1.385606e-03 3.384132e-03
2.126029e+01   -2.864673e-03 1.699059e-03   6.417924e-05 1.350160e-03   9.894917e-05 4.686262e-04 -2.701544e-03 2.580593e-03
2.202272e+01   -1.576777e-03 5.353500e-05   7.163505e-05 8.648140e-04   6.203694e-04 5.663812e-04 -8.847724e-04 2.448978e-04
2.280351e+01   -3.530793e-04 1.241814e-03   2.091021e-04 6.128681e-05   1.206136e-03 1.601109e-04 1.062159e-03 1.142990e-03
2.360085e+01   1.599142e-03 1.055774e-03   4.578331e-04 9.940752e-05   1.454198e-03 2.003223e-04 3.511173e-03 7.560438e-04
2.441311e+01   1.285295e-03 4.816538e-05   4.729378e-04 3.653447e-04   1.134733e-03 3.434304e-04 2.892965e-03 7.007968e-05
2.523886e+01   1.317777e-03 1.913626e-04   6.789294e-04 7.682995e-04   5.106306e-04 3.242655e-04 2.507337e-03 6.353967e-04
2.607681e+01   1.579507e-03 8.684592e-04   1.079553e-03 1.512130e-03   -1.100181e-04 5.404438e-04 2.549042e-03 1.840145e-03
2.692582e+01   -9.029189e-04 9.539606e-04   9.573748e-04 1.840680e-03   -5.497894e-04 7.230246e-04 -4.953334e-04 2.071617e-03
2.778489e+01   -1.001437e-03 5.295264e-04   9.638363e-04 2.029889e-03   -5.751617e-04 7.304829e-04 -6.127629e-04 1.828933e-03
2.121320e+01   -1.374530e-03 9.774737e-04   7.941473e-04 1.462478e-03   -3.797392e-04 3.384658e-04 -9.601216e-04 2.101486e-03
2.193171e+01   -1.662620e-03 4.080371e-04   1.160815e-03 1.530826e-03   -2.825546e-04 6.774933e-04 -7.843601e-04 4.452959e-04
2.267157e+01   -1.878860e-03 1.616574e-03   1.063332e-03 9.050945e-04   4.175808e-05 6.660397e-04 -7.737708e-04 1.377519e-03
2.343075e+01   1.756202e-04 1.698972e-03   1.317303e-03 2.588674e-04   6.611825e-04 2.913575e-04 2.154106e-03 1.666482e-03
2.420744e+01   1.966315e-03 1.297913e-03   1.430777e-03 2.811837e-04   1.071000e-03 3.728294e-04 4.468091e-03 1.206268e-03
2.500000e+01   1.253005e-03 1.777128e-03   1.591565e-03 5.192641e-04   6.157012e-04 4.118911e-04 3.460271e-03 1.884501e-03
2.580698e+01   3.057460e-03 2.292985e-03   1.472446e-03 1.019450e-03   2.044627e-04 7.037346e-04 4.734369e-03 2.608701e-03
2.662705e+01   2.053459e-03 7.551215e-04   1.270944e-03 1.538763e-03   -3.149323e-04 1.263066e-03 3.009470e-03 4.794245e-04
2.745906e+01   1.145279e-03 2.529238e-04   9.950509e-04 1.534074e-03   -5.625670e-04 1.303456e-03 1.577763e-03 2.230551e-05
2.830194e+01   1.821748e-03 3.186103e-03   9.708145e-04 1.645354e-03   -5.956813e-04 9.938894e-04 2.196881e-03 3.837568e-03
2.262742e+01   1.170058e-03 6.627127e-04   1.657654e-03 1.544742e-03   -4.490163e-05 9.573662e-04 2.782810e-03 7.533702e-05
2.334524e+01   -1.361992e-03 1.270090e-03   1.844283e-03 1.123053e-03   1.094435e-05 1.037403e-03 4.932350e-04 1.184440e-03
2.408319e+01   4.494446e-04 8.028119e-04   2.012969e-03 9.416331e-04   5.280883e-04 1.052308e-03 2.990502e-03 6.921374e-04
2.483948e+01   3.263218e-03 1.091703e-03   2.169893e-03 7.856706e-04   8.105741e-04 9.404854e-04 6.243685e-03 9.368878e-04
2.561250e+01   3.336298e-03 2.663365e-04   2.548080e-03 5.679132e-04   2.156088e-04 9.570419e-04 6.099987e-03 6.554651e-04
2.640076e+01   2.761920e-03 7.546777e-04   2.372944e-03 1.044864e-03   -2.928598e-04 1.299480e-03 4.842004e-03 1.009294e-03
2.720294e+01   1.023558e-03 1.383210e-03   1.609993e-03 1.244317e-03   -6.173275e-04 1.509284e-03 2.016223e-03 1.648177e-03
2.801785e+01   2.196528e-03 9.181871e-04   1.498980e-03 1.096626e-03   -9.291400e-04 1.470627e-03 2.766368e-03 1.292188e-03
2.884441e+01   2.216570e-03 1.467740e-04   1.681683e-03 9.779552e-04   -1.052040e-03 1.335524e-03 2.846213e-03 5.043426e-04
2.404163e+01   -1.190547e-03 1.789020e-03   2.331974e-03 1.142238e-03   -3.259916e-05 1.495432e-03 1.108828e-03 2.142214e-03
2.475884e+01   -7.804196e-05 1.559187e-03   2.710290e-03 1.166448e-03   -3.000223e-05 1.685667e-03 2.602246e-03 2.078405e-03
2.549510e+01   1.948079e-03 1.765966e-04   3.061760e-03 7.400042e-04   -1.104672e-04 1.131099e-03 4.899372e-03 2.144982e-04
2.624881e+01   2.504762e-03 1.256033e-03   3.308107e-03 2.001314e-04   -6.869872e-04 6.337347e-04 5.125882e-03 8.224301e-04
2.701851e+01   3.686703e-03 2.593054e-04   3.235522e-03 3.043571e-04   -1.082800e-03 6.510248e-04 5.839424e-03 6.059732e-04
2.780288e+01   -7.159160e-04 8.188765e-04   2.540317e-03 3.495097e-04   -1.584227e-03 6.441695e-04 2.401741e-04 5.242167e-04
2.860070e+01   -2.379616e-03 1.146559e-03   2.613679e-03 5.292068e-04   -2.218957e-03 8.527109e-04 -1.984894e-03 8.230548e-04
2.941088e+01   1.934404e-05 3.316921e-04   2.527365e-03 3.838984e-04   -2.134368e-03 8.186809e-04 4.123410e-04 7.664746e-04
2.545584e+01   -1.674727e-03 8.085264e-04   3.458048e-03 8.551755e-04   -9.986959e-04 1.411985e-03 7.846251e-04 1.365336e-03
2.617250e+01   -6.389043e-04 9.342493e-04   3.642355e-03 2.510334e-04   -1.138155e-03 7.479845e-04 1.865296e-03 4.372982e-04
2.690725e+01   4.464365e-04 5.044744e-05   3.613063e-03 3.315525e-04   -1.429537e-03 1.699542e-04 2.629962e-03 4.510593e-04
2.765863e+01   2.953175e-04 2.644068e-03   3.641515e-03 7.274649e-04   -1.896789e-03 2.954867e-04 2.040043e-03 2.212090e-03
2.842534e+01   -3.146361e-03 3.618520e-03   2.966076e-03 9.977004e-04   -2.302141e-03 4.595006e-04 -2.482426e-03 3.080321e-03
2.920616e+01   -3.245831e-03 4.901258e-03   2.710335e-03 7.287978e-04   -2.500852e-03 4.618443e-04 -3.036348e-03 4.634304e-03
3.000000e+01   -2.535186e-03 3.548401e-03   2.406258e-03 5.922479e-04   -2.419285e-03 3.865077e-04 -2.548213e-03 3.342661e-03
2.687006e+01   1.853964e-03 5.371536e-06   4.015434e-03 3.004037e-04   -1.545812e-03 3.378813e-04 4.323586e-03 6.329135e-04
2.758623e+01   4.581487e-04 9.102111e-05   3.764742e-03 6.518666e-04   -1.715497e-03 5.053400e-05 2.507393e-03 6.923538e-04
2.831960e+01   2.982788e-04 3.306476e-03   3.426637e-03 1.461191e-03   -1.816943e-03 6.685381e-04 1.907973e-03 2.513824e-03
2.906888e+01   -1.699107e-03 6.166772e-04   2.680816e-03 2.317050e-03   -1.952261e-03 8.182640e-04 -9.705521e-04 8.821084e-04
2.983287e+01   -5.435110e-04 3.010581e-03   1.703014e-03 2.245268e-03   -1.456628e-03 1.002389e-03 -2.971247e-04 1.767702e-03
3.061046e+01   5.635860e-04 6.372606e-03   1.285849e-03 1.988624e-03   -1.234246e-03 1.204071e-03 6.151883e-04 5.588053e-03
2.828427e+01   5.954401e-04 5.838706e-04   3.474189e-03 1.166746e-03   -1.434545e-03 1.739280e-04 2.635084e-03 4.089470e-04
2.900000e+01   3.226844e-03 1.403155e-03   3.041165e-03 2.340873e-03   -1.085110e-03 4.938113e-04 5.182899e-03 4.439062e-04
2.973214e+01   1.765025e-03 1.840606e-04   1.904246e-03 3.096753e-03   -9.437015e-04 5.864653e-04 2.725569e-03 2.326227e-03
3.047950e+01   1.419274e-03 1.425644e-03   8.777189e-04 3.593422e-03   -7.216555e-04 7.423760e-04 1.575338e-03 4.276690e-03
3.124100e+01   8.595199e-04 1.172466e-03   3.011329e-04 3.558734e-03   -5.675004e-04 8.725278e-04 5.931523e-04 1.513739e-03
2.969848e+01   6.171362e-03 1.076860e-03   2.197665e-03 3.471220e-03   -4.917200e-04 5.070911e-04 7.877307e-03 4.040989e-03
3.041381e+01   2.545678e-03 1.840869e-03   9.975281e-04 3.902700e-03   -6.023579e-04 5.786627e-04 2.940849e-03 5.164907e-03
3.114482e+01   3.361886e-04 1.322599e-03   -2.144890e-05 4.443626e-03   -7.361832e-04 8.936014e-04 -4.214436e-04 4.872624e-03
3.189044e+01   -2.083437e-03 1.909636e-03   -4.892647e-04 4.727900e-03   -8.370942e-04 9.888969e-04 -3.409796e-03 5.648639e-03
3.111270e+01   -3.121284e-04 2.252809e-04   -5.656300e-04 4.418293e-03   -3.929957e-04 9.777310e-04 -1.270754e-03 3.215281e-03
3.182766e+01   -5.469459e-04 1.543267e-03   -1.501953e-03 5.044125e-03   -2.846603e-04 1.214483e-03 -2.333559e-03 5.372909e-03
3.255764e+01   -4.286096e-04 2.048162e-03   -1.986674e-03 5.156888e-03   -1.919400e-04 1.111930e-03 -2.607224e-03 6.093120e-03
3.252691e+01   -8.915582e-04 1.100782e-03   -2.741162e-03 5.045721e-03   2.501220e-04 1.339774e-03 -3.382598e-03 4.806728e-03
3.324154e+01   2.511154e-04 9.235605e-04   -3.360596e-03 4.922311e-03   5.370776e-04 1.352608e-03 -2.572403e-03 4.493263e-03
3.394113e+01   2.046562e-03 1.637362e-03   -3.953120e-03 4.765631e-03   1.029966e-03 1.685362e-03 -8.765916e-04 1.442907e-03
1.732051e+00   3.326370e-01 4.748558e-03   3.548147e-03 1.777478e-03   -9.993870e-04 1.397284e-03 3.351858e-01 5.128753e-03
2.449490e+00   1.698083e-01 2.002678e-03   2.234757e-03 1.097995e-03   -9.037146e-04 1.105851e-03 1.711394e-01 1.994822e-03
3.316625e+00   8.197769e-02 2.523020e-04   6.783506e-04 6.556924e-05   -1.081426e-03 1.989329e-04 8.157461e-02 1.189383e-04
4.242641e+00   3.315266e-02 2.358390e-03   -9.543723e-04 7.928018e-04   -9.468142e-04 9.805657e-04 3.125148e-02 2.546154e-03
5.196152e+00   7.507691e-03 5.591365e-05   -2.501833e-03 1.582418e-03   -8.801910e-04 1.502040e-03 4.125667e-03 1.362913e-04
6.164414e+00   -5.110342e-03 2.068754e-03   -3.395872e-03 1.837707e-03   -1.222082e-03 1.344571e-03 -9.728297e-03 2.561891e-03
7.141428e+00   -9.578425e-03 6.091803e-04   -3.996162e-03 1.706512e-03   -1.535495e-03 1.230597e-03 -1.511008e-02 1.085095e-03
8.124038e+00   -1.020482e-02 8.118310e-04   -4.766019e-03 1.510638e-03   -1.230454e-03 9.574113e-04 -1.620129e-02 1.365058e-03
9.110434e+00   -8.472381e-03 9.586508e-04   -5.013042e-03 1.309102e-03   -7.107456e-04 8.175884e-04 -1.419617e-02 4.671375e-04
1.009950e+01   -5.547528e-03 4.254036e-04   -5.064210e-03 1.165534e-03   -7.821158e-05 7.364907e-04 -1.068995e-02 3.640005e-06
1.109054e+01   -5.094071e-03 1.457649e-03   -5.131652e-03 1.109455e-03   1.006257e-04 7.845085e-04 -1.012510e-02 1.132702e-03
1.208305e+01   -5.832355e-03 3.036628e-03   -4.254021e-03 3.803105e-04   -2.092263e-04 1.264055e-04 -1.029560e-02 3.543344e-03
1.307670e+01   -3.322491e-03 2.908778e-03   -2.884068e-03 1.321132e-04   -1.787200e-04 6.395820e-04 -6.385279e-03 3.416247e-03
1.407125e+01   2.053728e-03 3.110930e-03   -1.117822e-03 5.368156e-04   -3.368893e-05 3.163505e-04 9.022176e-04 3.964096e-03
1.506652e+01   3.657930e-03 2.087365e-03   -7.184462e-04 1.528308e-03   1.533754e-04 3.797223e-04 3.092859e-03 3.235950e-03
1.606238e+01   -1.873994e-04 1.461608e-03   -9.325760e-04 1.975580e-03   -3.522956e-04 7.403304e-04 -1.472271e-03 2.696857e-03
1.705872e+01   -4.430284e-04 1.202155e-03   -9.954029e-04 1.806416e-03   -5.065609e-04 1.274583e-03 -1.944992e-03 6.703224e-04
1.805547e+01   9.478152e-04 1.403297e-04   -9.670873e-04 3.986398e-04   -2.553994e-04 7.834035e-04 -2.746715e-04 5.250933e-04
1.905256e+01   5.259516e-04 9.764439e-04   -1.175109e-03 1.942501e-03   -7.610231e-05 2.975232e-04 -7.252593e-04 6.685335e-04
2.004994e+01   -1.429546e-04 1.230893e-03   -6.268483e-04 4.349212e-03   -2.331465e-04 1.155523e-03 -1.002949e-03 1.962797e-03
2.104757e+01   2.920413e-03 1.441001e-03   6.637749e-04 6.662018e-03   -2.610515e-04 1.399182e-03 3.323137e-03 6.703837e-03
2.204541e+01   2.636219e-03 2.210288e-03   1.743781e-03 8.239691e-03   -5.624272e-04 1.623508e-03 3.817573e-03 8.826470e-03
2.304344e+01   1.315790e-03 2.147517e-04   2.333555e-03 8.662322e-03   -1.058700e-03 2.062790e-03 2.590645e-03 6.384780e-03
2.404163e+01   2.225515e-03 2.172058e-03   2.667350e-03 8.889405e-03   -1.272441e-03 2.534854e-03 3.620424e-03 4.182493e-03
3.000000e+00   1.029232e-01 1.530269e-03   1.195470e-03 3.239306e-04   -7.005569e-04 8.206785e-04 1.034181e-01 2.027017e-03
3.741657e+00   5.451365e-02 8.945044e-04   -3.145188e-05 5.960981e-04   -6.024886e-04 9.231896e-06 5.387971e-02 1.481371e-03
4.582576e+00   2.170879e-02 7.051081e-04   -1.466731e-03 1.161779e-03   -5.499513e-04 8.568338e-04 1.969211e-02 4.001627e-04
5.477226e+00   3.503221e-03 2.642331e-04   -2.734531e-03 1.442029e-03   -6.462388e-04 1.077298e-03 1.224515e-04 6.289645e-04
6.403124e+00   -6.503573e-03 2.851526e-03   -3.427343e-03 1.492941e-03   -1.205115e-03 9.758685e-04 -1.113603e-02 3.368599e-03
7.348469e+00   -1.032556e-02 2.437820e-03   -3.813110e-03 1.308577e-03   -1.656531e-03 7.865673e-04 -1.579520e-02 2.959830e-03
8.306624e+00   -1.129318e-02 2.189928e-04   -4.221877e-03 9.514523e-04   -1.572871e-03 7.681566e-04 -1.708793e-02 3.569714e-05
9.273618e+00   -9.582524e-03 1.826151e-03   -4.494732e-03 7.936455e-04   -1.153642e-03 8.097077e-04 -1.523090e-02 1.842213e-03
1.024695e+01   -5.028169e-03 2.436958e-03   -4.751016e-03 7.895962e-04   -3.529074e-04 7.497298e-04 -1.013209e-02 2.397092e-03
1.122497e+01   -3.558671e-03 1.469679e-03   -4.829338e-03 7.216670e-04   -1.169573e-04 7.043297e-04 -8.504967e-03 1.452342e-03
